##FastQC	0.11.4
>>Basic Statistics	pass
#Measure	Value
Filename	R14_REEVESBYISLAND_R2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	43222270
Sequences flagged as poor quality	0
Sequence length	100
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1201	98-99	-0.15732397458289427
1201	100	-0.1563939173546629
1202	1	0.0655911408479426
1202	2	0.004985783254376486
1202	3	-0.023529111577360595
1202	4	-0.05757954441183699
1202	5	0.004762540389094738
1202	6	-0.08898886755601154
1202	7	0.016154182817160745
1202	8	0.028493755374142893
1202	9	0.001565458153272914
1202	10-11	0.022241165435247012
1202	12-13	-0.004262779834078856
1202	14-15	-0.013064792741538156
1202	16-17	-0.02743599113495776
1202	18-19	-0.007623775330586113
1202	20-21	-0.010420582059545325
1202	22-23	-0.060044201554752874
1202	24-25	-0.01209318256190528
1202	26-27	-0.025580231994680958
1202	28-29	-0.027862129590268125
1202	30-31	-0.051960190212902546
1202	32-33	-0.06855693429592691
1202	34-35	-0.052481849658640556
1202	36-37	-0.009372773410269986
1202	38-39	-0.01634050729975911
1202	40-41	-0.025601545531969805
1202	42-43	-0.011279132575438666
1202	44-45	-0.020994385510640257
1202	46-47	-0.0359890881928564
1202	48-49	-0.02193240436331223
1202	50-51	-0.06758418198572969
1202	52-53	-0.05688185295242221
1202	54-55	-0.05251521358508171
1202	56-57	-0.028130084360491026
1202	58-59	-0.07548844080225336
1202	60-61	-0.053209575850807767
1202	62-63	-0.06462209913246397
1202	64-65	-0.0756279977570955
1202	66-67	0.03173466719693607
1202	68-69	-0.03576120421337947
1202	70-71	-0.006881494772471797
1202	72-73	-0.0738948788584679
1202	74-75	-0.06352203394559552
1202	76-77	-0.01623702272389238
1202	78-79	-0.07127314804512963
1202	80-81	-0.09984292607421708
1202	82-83	-0.07518866197168705
1202	84-85	-0.01805014356776269
1202	86-87	0.029244152493539843
1202	88-89	-0.0820365094563158
1202	90-91	-0.0657291176407071
1202	92-93	-0.06971140661016051
1202	94-95	-0.023611381696312606
1202	96-97	-0.09506084514678292
1202	98-99	-0.09735275646460195
1202	100	-0.05417102657798978
1203	1	0.14391837223701032
1203	2	0.11461966153262182
1203	3	0.07927058912594731
1203	4	0.005077215270851809
1203	5	0.08221290541657567
1203	6	0.17652103866807067
1203	7	0.07388977131156338
1203	8	0.07428179272645252
1203	9	0.11973871486907939
1203	10-11	0.12935680753760437
1203	12-13	0.0648784544658838
1203	14-15	0.061919211501702875
1203	16-17	0.050740072120596835
1203	18-19	0.04999585342601165
1203	20-21	0.08160073953698799
1203	22-23	0.11502106062621209
1203	24-25	0.10685627996546287
1203	26-27	0.08377253637308257
1203	28-29	0.13794600947630187
1203	30-31	0.10195490740047575
1203	32-33	0.10971710455285688
1203	34-35	0.09563571700047646
1203	36-37	0.08108331969389582
1203	38-39	0.12478771154549406
1203	40-41	0.05692718730520596
1203	42-43	0.09661950371980765
1203	44-45	0.07653226268555358
1203	46-47	0.09292313449036982
1203	48-49	0.11942803791492906
1203	50-51	0.13320362486557258
1203	52-53	0.05676715024470269
1203	54-55	0.13055897075795997
1203	56-57	0.08479848920301691
1203	58-59	0.06980657769101839
1203	60-61	0.06730050514877206
1203	62-63	0.03221421121003942
1203	64-65	0.042703671409626054
1203	66-67	0.11707915981862982
1203	68-69	0.14326046845391005
1203	70-71	0.10449588299741208
1203	72-73	0.04837911743629064
1203	74-75	0.06970369847768865
1203	76-77	0.1397017217599128
1203	78-79	0.042689133884458386
1203	80-81	0.002168258543918
1203	82-83	0.132902024723748
1203	84-85	0.0547614266709644
1203	86-87	0.17492018155389388
1203	88-89	0.0882679697101878
1203	90-91	0.10854509547697688
1203	92-93	0.05674468852039638
1203	94-95	0.08005571203046458
1203	96-97	0.05014952121810268
1203	98-99	0.06980520663597645
1203	100	0.09684644539840548
1204	1	0.19209569630440626
1204	2	0.06348611060842302
1204	3	0.11574777209360576
1204	4	0.0115240595789885
1204	5	0.0708642649969562
1204	6	0.07320446974006245
1204	7	0.1132849154342992
1204	8	0.16470102772660056
1204	9	0.049529751913908626
1204	10-11	0.11377449015864727
1204	12-13	0.11999600871557448
1204	14-15	0.06775703702702174
1204	16-17	0.07541687798983077
1204	18-19	0.08851853954936928
1204	20-21	0.06346266600964157
1204	22-23	0.0983293601346773
1204	24-25	0.06606605898708295
1204	26-27	0.1050104841875239
1204	28-29	0.04577490016166763
1204	30-31	0.07753368620901568
1204	32-33	0.041888358874366816
1204	34-35	0.06347019246430108
1204	36-37	0.10188240018922556
1204	38-39	0.10061674804332199
1204	40-41	0.05575573319644889
1204	42-43	0.0881616155273548
1204	44-45	0.0935565324047758
1204	46-47	0.09431360939188949
1204	48-49	0.11594571807891896
1204	50-51	0.09211778120150171
1204	52-53	0.08085914542241568
1204	54-55	0.09103117555922324
1204	56-57	0.10465686784093009
1204	58-59	0.06978297379500731
1204	60-61	0.07343626944171433
1204	62-63	0.057286493106616376
1204	64-65	0.0338965281295458
1204	66-67	0.07805782125215899
1204	68-69	0.11583044534545905
1204	70-71	0.06758650906859032
1204	72-73	0.07897707743131122
1204	74-75	0.07240801617807335
1204	76-77	0.14576214290014633
1204	78-79	0.030204284081357002
1204	80-81	0.040604192293507424
1204	82-83	0.04926959458180846
1204	84-85	0.14130492007173956
1204	86-87	0.10404788265929454
1204	88-89	-0.0064075089433828225
1204	90-91	0.024033500767956184
1204	92-93	-0.006703208295945728
1204	94-95	0.04593106412526282
1204	96-97	0.08602940679157456
1204	98-99	-0.008696215841126786
1204	100	0.13098718503816542
1205	1	-7.898390770861852E-4
1205	2	0.05478348262630561
1205	3	-0.04771204957645381
1205	4	-0.01094520096840057
1205	5	-0.03727289989418381
1205	6	-0.04798213279526209
1205	7	0.0059691449304892785
1205	8	-0.049243292991711485
1205	9	0.029375106403172424
1205	10-11	-0.02433010772210764
1205	12-13	-0.013524260032824031
1205	14-15	-0.02149136148574371
1205	16-17	-0.030469850927005382
1205	18-19	-0.04920053657472323
1205	20-21	-0.03489612935668163
1205	22-23	-5.865180337778497E-4
1205	24-25	-0.005382207442089282
1205	26-27	-0.04465818021852641
1205	28-29	0.025905938921347627
1205	30-31	-0.05317334946746399
1205	32-33	-0.039998135858027695
1205	34-35	-0.008428313676503763
1205	36-37	-0.04389316148127875
1205	38-39	-0.01923308555883807
1205	40-41	0.013555925473340835
1205	42-43	0.009782833955057413
1205	44-45	-0.021965678146635526
1205	46-47	-0.01754693755850667
1205	48-49	0.005666099095932964
1205	50-51	0.03173122151729757
1205	52-53	-0.01982103672573743
1205	54-55	0.010374291468153274
1205	56-57	0.007989117559468184
1205	58-59	-0.07472362790412035
1205	60-61	-0.034492903228347416
1205	62-63	-0.03435237212296727
1205	64-65	-0.06027470543189395
1205	66-67	0.015416077237794923
1205	68-69	-0.05784663831240522
1205	70-71	-0.035582055571147464
1205	72-73	-0.09057275972549661
1205	74-75	-0.021891911044988888
1205	76-77	0.04903467721418764
1205	78-79	-0.0289769456333957
1205	80-81	-0.13352431053911573
1205	82-83	-0.016099180018635195
1205	84-85	0.022747635703424862
1205	86-87	0.035315350406470714
1205	88-89	-0.1119521630511855
1205	90-91	-0.05195005556389276
1205	92-93	-0.030985974737269828
1205	94-95	0.004137825474892054
1205	96-97	-0.07934172470157108
1205	98-99	-0.06671524733271639
1205	100	-0.00825266643407474
1206	1	0.16625822639264243
1206	2	0.03327129197850809
1206	3	0.056334765215787286
1206	4	0.0400428568935709
1206	5	0.05034210108569681
1206	6	0.04022852325516624
1206	7	0.08888844359668724
1206	8	0.06464414474031344
1206	9	0.11008839051014263
1206	10-11	0.09516592659578293
1206	12-13	0.05937363444034105
1206	14-15	0.05316990089212226
1206	16-17	0.0575607416974222
1206	18-19	0.07464554096242892
1206	20-21	0.0662017702282256
1206	22-23	0.04217246938576835
1206	24-25	0.0750590706899672
1206	26-27	0.02752251384398363
1206	28-29	0.029259870459149795
1206	30-31	-0.029352939814984325
1206	32-33	0.006918810275976739
1206	34-35	0.038616941550110084
1206	36-37	0.0191271571143119
1206	38-39	0.06232545529532274
1206	40-41	0.03276881435068901
1206	42-43	0.09324428428639209
1206	44-45	0.041304247180725895
1206	46-47	0.06869396008870865
1206	48-49	0.04659662886700744
1206	50-51	0.04771269478026596
1206	52-53	0.040919341214554095
1206	54-55	0.08766639070156401
1206	56-57	0.036477567901066266
1206	58-59	0.046960930252787136
1206	60-61	0.023936556272396103
1206	62-63	0.07057850252870423
1206	64-65	0.05446467191788429
1206	66-67	0.09742348254586375
1206	68-69	0.03841539055129317
1206	70-71	0.10111252304970009
1206	72-73	0.05606649645503836
1206	74-75	0.05092848841637476
1206	76-77	0.1204188560105095
1206	78-79	0.05726464962058486
1206	80-81	-0.012878175430202532
1206	82-83	0.09240089346261016
1206	84-85	0.09027671822153138
1206	86-87	0.1518843885236194
1206	88-89	0.003931400597522838
1206	90-91	-0.01716865640495513
1206	92-93	0.030320819451105763
1206	94-95	0.04386857272132971
1206	96-97	0.03463042675569028
1206	98-99	0.0234471405578347
1206	100	0.06612624719039673
1207	1	0.12006592107326952
1207	2	0.057303744272353185
1207	3	0.07852527600846315
1207	4	0.07268404828867858
1207	5	0.022720024141939632
1207	6	0.02467341963190961
1207	7	0.02026322166111072
1207	8	0.07325574015528247
1207	9	0.07411311933171305
1207	10-11	0.08095405209991924
1207	12-13	0.04572435853490475
1207	14-15	0.08368780388560992
1207	16-17	0.06427669691346694
1207	18-19	0.04978542416585441
1207	20-21	0.05222525598207284
1207	22-23	0.06256940558942148
1207	24-25	0.06725048026935809
1207	26-27	0.0653662902410801
1207	28-29	0.04264760323919603
1207	30-31	-0.021286805108182705
1207	32-33	0.0070163057839423
1207	34-35	-0.01664939637390006
1207	36-37	0.08210525642414979
1207	38-39	0.05195075263758042
1207	40-41	0.028433596611989742
1207	42-43	0.0418776714707505
1207	44-45	0.044423008515529716
1207	46-47	0.0941102011646393
1207	48-49	0.04475544904948947
1207	50-51	0.06759121004555624
1207	52-53	0.009995175201034101
1207	54-55	-0.014204037768344335
1207	56-57	0.03073647255427403
1207	58-59	-0.04002201031836705
1207	60-61	-0.01659472569451026
1207	62-63	0.018116207773893223
1207	64-65	-0.0045360105506730974
1207	66-67	0.048179777290016546
1207	68-69	0.014894789674293918
1207	70-71	0.08007796241548704
1207	72-73	0.006884297154414298
1207	74-75	0.02892877937952676
1207	76-77	0.09959137812028729
1207	78-79	0.05185641003146202
1207	80-81	-0.015481229324649348
1207	82-83	-0.023601813561107576
1207	84-85	0.04487294590705915
1207	86-87	0.07765260361698978
1207	88-89	-0.013815066904101059
1207	90-91	-0.005027609348893236
1207	92-93	-0.023691882385541874
1207	94-95	0.05303200794508456
1207	96-97	-0.012600910280944788
1207	98-99	-0.0293644813637286
1207	100	-0.020961996146198203
1208	1	0.07704196118639572
1208	2	0.17700184880500558
1208	3	0.13025870562641728
1208	4	0.07009066788511831
1208	5	0.062166431603884575
1208	6	0.08139388570180728
1208	7	0.10113784689109906
1208	8	0.06434008528875523
1208	9	0.057147564242882254
1208	10-11	0.06417815445179542
1208	12-13	0.053728241458813386
1208	14-15	0.05084553944819703
1208	16-17	0.07673456913340004
1208	18-19	0.05160878143996683
1208	20-21	0.03627957616487976
1208	22-23	0.09273499548880437
1208	24-25	0.06646533155048928
1208	26-27	0.08184749863799112
1208	28-29	0.03836035856200937
1208	30-31	0.053482816504690334
1208	32-33	0.04770593179075888
1208	34-35	0.06822952060969101
1208	36-37	0.009468827100199917
1208	38-39	0.05824147468727148
1208	40-41	0.03256186877213452
1208	42-43	0.07381813505266877
1208	44-45	0.026871343140975057
1208	46-47	0.09700295879386545
1208	48-49	0.060786859033079566
1208	50-51	0.053441929758072604
1208	52-53	0.03533714452806436
1208	54-55	0.03937596960179235
1208	56-57	0.06511753749511939
1208	58-59	-0.003536057459314179
1208	60-61	-0.02315414761152823
1208	62-63	0.0689651560675486
1208	64-65	0.03174428170153476
1208	66-67	0.03915671510359431
1208	68-69	0.07896299372590221
1208	70-71	0.07873713111379743
1208	72-73	0.05522797072028851
1208	74-75	0.13337453508945885
1208	76-77	0.11796824804271466
1208	78-79	0.07244638215907173
1208	80-81	0.06391257094388436
1208	82-83	0.1116790423828391
1208	84-85	0.14517612092160448
1208	86-87	0.13743219619090752
1208	88-89	0.04548225691814878
1208	90-91	0.03604735857478403
1208	92-93	0.03515769574593719
1208	94-95	-0.027882829463777625
1208	96-97	0.025919346093509432
1208	98-99	0.010839950635720186
1208	100	0.1330178155041466
1209	1	-0.16427050210189975
1209	2	-0.007513276484189646
1209	3	-0.04464261576837458
1209	4	-0.11935172176190889
1209	5	-0.06955052977188814
1209	6	-0.09779412179942426
1209	7	-0.05810706055060422
1209	8	-0.10504567810338017
1209	9	-0.018899335629754432
1209	10-11	-0.03393519526969868
1209	12-13	-0.061562141742747656
1209	14-15	-0.08139529283316449
1209	16-17	-0.11996541677653028
1209	18-19	-0.054722954910431554
1209	20-21	-0.05448765600706196
1209	22-23	-0.10177727713188034
1209	24-25	-0.1524057978239668
1209	26-27	-0.09610484814319165
1209	28-29	-0.054547704916814155
1209	30-31	-0.10894624480327053
1209	32-33	-0.0680601903847915
1209	34-35	-0.08904753428242174
1209	36-37	-0.17574898292297547
1209	38-39	-0.14009587363901232
1209	40-41	-0.16678351326225993
1209	42-43	-0.07645025896486146
1209	44-45	-0.14533738025476595
1209	46-47	-0.16533296944791687
1209	48-49	-0.1752710605342287
1209	50-51	-0.14059824710560065
1209	52-53	-0.16529804294699346
1209	54-55	-0.13682878819669497
1209	56-57	-0.13285340391006883
1209	58-59	-0.17186413276171209
1209	60-61	-0.18531672092645834
1209	62-63	-0.1762404607304191
1209	64-65	-0.17294301609807405
1209	66-67	-0.16701335423393715
1209	68-69	-0.20368971015866322
1209	70-71	-0.15388433440665494
1209	72-73	-0.19514939695237388
1209	74-75	-0.200994836343952
1209	76-77	-0.13707050023560896
1209	78-79	-0.19363618895452106
1209	80-81	-0.26476908123191123
1209	82-83	-0.2222142346407736
1209	84-85	-0.1794541851166258
1209	86-87	-0.13529265849583538
1209	88-89	-0.24508401185096318
1209	90-91	-0.24206451668050732
1209	92-93	-0.2231147896931276
1209	94-95	-0.20007161291098896
1209	96-97	-0.26829367031509577
1209	98-99	-0.20381017716863425
1209	100	-0.16062944188951178
1210	1	-1.1048302023545347
1210	2	-0.36698680711365483
1210	3	-0.3452790481462742
1210	4	-0.362975264696793
1210	5	-0.3330245322580865
1210	6	-0.34548703913266365
1210	7	-0.2904397688252729
1210	8	-0.24739318932332566
1210	9	-0.22485174493460391
1210	10-11	-0.33416958521042517
1210	12-13	-0.30952035746210527
1210	14-15	-0.3484233429332022
1210	16-17	-0.39091482123557597
1210	18-19	-0.35150000043555707
1210	20-21	-0.36002711266687726
1210	22-23	-0.30167017070821345
1210	24-25	-0.4251964763618403
1210	26-27	-0.3620552849233363
1210	28-29	-0.34228093716923524
1210	30-31	-0.41102215760729877
1210	32-33	-0.37903425651275313
1210	34-35	-0.3864292101331088
1210	36-37	-0.501072493850721
1210	38-39	-0.4373170532450956
1210	40-41	-0.5520264424947925
1210	42-43	-0.49267456778208185
1210	44-45	-0.49582985517658784
1210	46-47	-0.6550115403083225
1210	48-49	-0.5901960957873271
1210	50-51	-0.6206400907717793
1210	52-53	-0.5643840867793486
1210	54-55	-0.6972975226245595
1210	56-57	-0.6196983263123812
1210	58-59	-0.6178543409005783
1210	60-61	-0.7079901043077896
1210	62-63	-0.6817255599993928
1210	64-65	-0.7060053366227663
1210	66-67	-0.737491441209869
1210	68-69	-0.6520350802452697
1210	70-71	-0.6077970774608588
1210	72-73	-0.7577519491072451
1210	74-75	-0.7209920518405113
1210	76-77	-0.6284811825810905
1210	78-79	-0.7156394209203754
1210	80-81	-0.8435450382106495
1210	82-83	-0.7882750523862043
1210	84-85	-0.6274694249274404
1210	86-87	-0.6701952243419171
1210	88-89	-0.8368015691752504
1210	90-91	-0.8370487352053715
1210	92-93	-0.9090055415982121
1210	94-95	-0.855471729420124
1210	96-97	-0.9451682643677444
1210	98-99	-0.8656004238032011
1210	100	-0.8744128132507853
1211	1	-0.10184409395716187
1211	2	0.08915835083627144
1211	3	-0.03792853871371449
1211	4	-0.01071945239244343
1211	5	0.07586742036155414
1211	6	0.01986224274420323
1211	7	0.008360145055426926
1211	8	-0.0018815344641751608
1211	9	0.06396767890446853
1211	10-11	0.0055563351079968015
1211	12-13	0.01621388251777489
1211	14-15	0.04447146625903997
1211	16-17	1.8530374212133438E-4
1211	18-19	-0.020666768748995423
1211	20-21	0.00481494879512212
1211	22-23	-0.03028900104910548
1211	24-25	-0.04122744113545451
1211	26-27	-0.05284758893070318
1211	28-29	-0.04934910667972758
1211	30-31	-0.0560867091070989
1211	32-33	-0.047065470661877384
1211	34-35	-0.03974950916349229
1211	36-37	-0.05425396653792092
1211	38-39	-0.07153627686771102
1211	40-41	-0.069304487826642
1211	42-43	-0.012283723459496798
1211	44-45	-0.050075273438885404
1211	46-47	-0.10952677748097983
1211	48-49	-0.06806231254822848
1211	50-51	-0.09515448205862498
1211	52-53	-0.10082247293674129
1211	54-55	-0.11103502401896037
1211	56-57	-0.09048293752471892
1211	58-59	-0.164529829462154
1211	60-61	-0.18680419798626957
1211	62-63	-0.1879501867264537
1211	64-65	-0.18843771685001087
1211	66-67	-0.10415685262550056
1211	68-69	-0.15835308778905954
1211	70-71	-0.12556668974194451
1211	72-73	-0.1737555464344709
1211	74-75	-0.1582032015264616
1211	76-77	-0.12098877774004535
1211	78-79	-0.22602144847392225
1211	80-81	-0.23675738326495832
1211	82-83	-0.26930388548296236
1211	84-85	-0.14562763874810258
1211	86-87	-0.165580662496275
1211	88-89	-0.23619751443814607
1211	90-91	-0.2679607706755789
1211	92-93	-0.21683435919528904
1211	94-95	-0.16492158165011261
1211	96-97	-0.23860990364045875
1211	98-99	-0.25320709671302666
1211	100	-0.22590610750449258
1212	1	0.014788738452338634
1212	2	-0.23104387257070158
1212	3	-0.019356567659428947
1212	4	-0.06796793444553373
1212	5	-0.05227485153680789
1212	6	-0.07041378600352033
1212	7	-0.05024958781797295
1212	8	-0.0391100809249636
1212	9	-0.06924119490373215
1212	10-11	-0.04146868421175043
1212	12-13	-0.0643625005563706
1212	14-15	-0.08608395107970068
1212	16-17	-0.09212760976726742
1212	18-19	-0.0652756091101736
1212	20-21	-0.049796784633919344
1212	22-23	-0.08158460831114667
1212	24-25	-0.09960457469468764
1212	26-27	-0.11645427810457676
1212	28-29	-0.04555270305389314
1212	30-31	-0.08420732346084492
1212	32-33	-0.08222548665754914
1212	34-35	-0.10055610963959083
1212	36-37	-0.058208447266181906
1212	38-39	-0.09666424199468082
1212	40-41	-0.06208063418193177
1212	42-43	-0.07392132517568228
1212	44-45	-0.03404394173850278
1212	46-47	-0.0947740371463226
1212	48-49	-0.05672993445115537
1212	50-51	-0.12258413824405778
1212	52-53	-0.10677924013364759
1212	54-55	-0.09656189469851029
1212	56-57	-0.04064843656535544
1212	58-59	-0.10828908632642253
1212	60-61	-0.127853917453713
1212	62-63	-0.16325519758159146
1212	64-65	-0.13793101227881266
1212	66-67	-0.05407368149314351
1212	68-69	-0.07334862966599331
1212	70-71	-0.11618493693336518
1212	72-73	-0.1377355932989346
1212	74-75	-0.16632072910576312
1212	76-77	-0.08759075545815165
1212	78-79	-0.16927693247175313
1212	80-81	-0.12063061582945522
1212	82-83	-0.12624872855165137
1212	84-85	-0.06792867036880068
1212	86-87	-0.086456843838846
1212	88-89	-0.15366849069165767
1212	90-91	-0.1358628693845887
1212	92-93	-0.2485258734737812
1212	94-95	-0.10397126759744424
1212	96-97	-0.21712651220472168
1212	98-99	-0.15614882094909888
1212	100	-0.07778381087956632
1213	1	0.09353609849224398
1213	2	0.13160179565705477
1213	3	0.1572119581982392
1213	4	0.02971461693883981
1213	5	0.06137775473595042
1213	6	0.019430560606608083
1213	7	0.06271413686211247
1213	8	0.054457387524692535
1213	9	0.047411537086254896
1213	10-11	0.06389824125339061
1213	12-13	0.08172790721906154
1213	14-15	0.04644947078459438
1213	16-17	0.030961986745523973
1213	18-19	0.05243275092281152
1213	20-21	0.0865752846594674
1213	22-23	0.0898521524644309
1213	24-25	0.10441673905442173
1213	26-27	0.053201630991686955
1213	28-29	0.10438720492434328
1213	30-31	0.0648745644294948
1213	32-33	0.043562839704378575
1213	34-35	0.09124852049748
1213	36-37	0.06673609882341935
1213	38-39	0.09373462337681815
1213	40-41	0.05116157043445213
1213	42-43	0.1051288343712784
1213	44-45	0.1346828549905723
1213	46-47	0.04810822154881578
1213	48-49	0.08812181279456865
1213	50-51	0.10133465290137877
1213	52-53	0.07006478547035755
1213	54-55	0.05088087853404488
1213	56-57	0.033223464901631417
1213	58-59	0.10482737054707059
1213	60-61	0.05704351722316403
1213	62-63	0.05317612561869112
1213	64-65	0.07986082358738145
1213	66-67	0.09919201678468426
1213	68-69	0.12585172331869643
1213	70-71	0.11816119311195195
1213	72-73	0.02989218972044938
1213	74-75	0.10929011829752255
1213	76-77	0.16809853908917916
1213	78-79	0.03816447984129212
1213	80-81	0.053760194688649676
1213	82-83	0.04564084818813541
1213	84-85	0.14333274538621765
1213	86-87	0.1398583556996229
1213	88-89	0.03753355113515511
1213	90-91	0.06432540132000497
1213	92-93	0.07821272663842649
1213	94-95	0.13158787096694624
1213	96-97	0.04474644260176319
1213	98-99	0.00844997021261662
1213	100	0.11706003326850123
1214	1	0.02099177110653727
1214	2	0.08475614852682867
1214	3	-0.01529562711519361
1214	4	-0.0015429054877600379
1214	5	0.050078087525982085
1214	6	0.06414301575491521
1214	7	0.09892066589905824
1214	8	0.08855912215055639
1214	9	0.06973423006901669
1214	10-11	0.12262452887764397
1214	12-13	0.09095267778063487
1214	14-15	0.03766634760944498
1214	16-17	0.054189755064179224
1214	18-19	0.04304597984683767
1214	20-21	0.06156002513233716
1214	22-23	0.04008902113874768
1214	24-25	0.014980387900834558
1214	26-27	0.034954135907973694
1214	28-29	0.03535654908492347
1214	30-31	0.06676468997483909
1214	32-33	-0.004854048758332397
1214	34-35	0.03376705367555388
1214	36-37	0.02819196277531688
1214	38-39	0.02842696888281182
1214	40-41	0.056913442340501774
1214	42-43	0.05664583644446708
1214	44-45	0.06749267440788032
1214	46-47	0.04167894988639631
1214	48-49	0.004946302673772607
1214	50-51	0.03971883920237218
1214	52-53	0.052329194232122234
1214	54-55	0.045532063220896646
1214	56-57	0.05228709970584333
1214	58-59	0.03947525582209721
1214	60-61	0.01154776998922813
1214	62-63	0.03133711064970157
1214	64-65	0.015931234207563705
1214	66-67	0.07775489159271842
1214	68-69	0.07508544350958601
1214	70-71	0.0434271816717029
1214	72-73	0.027486594217030813
1214	74-75	0.04977981627304473
1214	76-77	0.09933308888110304
1214	78-79	0.023672874147074197
1214	80-81	0.00403722001330209
1214	82-83	0.011546543805373233
1214	84-85	0.0845065156885596
1214	86-87	0.1059239455013099
1214	88-89	0.018170595225853958
1214	90-91	-0.024381245408754637
1214	92-93	0.09385020613832751
1214	94-95	0.09011967917595598
1214	96-97	-0.027427059585484415
1214	98-99	0.03155342465436917
1214	100	0.16789952445999745
1215	1	-0.06501997529127834
1215	2	0.16028755653062632
1215	3	0.06191035361894848
1215	4	0.07335833774334333
1215	5	0.06824626288268831
1215	6	0.07163853457137748
1215	7	0.15533383342771145
1215	8	0.06955827573995776
1215	9	0.09834676870958248
1215	10-11	0.08997364860201174
1215	12-13	0.1022629312139074
1215	14-15	0.08030161029994787
1215	16-17	0.07042916600252624
1215	18-19	0.07896648645501614
1215	20-21	0.06032068993372519
1215	22-23	0.08520171300663293
1215	24-25	0.028767171260405178
1215	26-27	0.050347100785458565
1215	28-29	0.06549131718731616
1215	30-31	0.059774289366337996
1215	32-33	0.022973818572197047
1215	34-35	0.008833138498893334
1215	36-37	0.05776658103562937
1215	38-39	0.03711201451942969
1215	40-41	0.020352514430896917
1215	42-43	0.07730437752886843
1215	44-45	0.010362216074035757
1215	46-47	0.02037606879226672
1215	48-49	0.09088885739903674
1215	50-51	0.09332841031432082
1215	52-53	0.056103589204589355
1215	54-55	0.045875919109299446
1215	56-57	0.07358004597515588
1215	58-59	0.02462255847156314
1215	60-61	-0.002980700477870357
1215	62-63	0.051023226927078724
1215	64-65	-0.023531678321347727
1215	66-67	0.08771318306020959
1215	68-69	0.017429627485306298
1215	70-71	0.07767333846248903
1215	72-73	0.001443347686503671
1215	74-75	0.046888189506532285
1215	76-77	0.0479957150479251
1215	78-79	0.029333312777943377
1215	80-81	0.027901077044639067
1215	82-83	0.0038147499291270037
1215	84-85	0.055239291850980976
1215	86-87	0.09380792255404202
1215	88-89	0.03293168802009916
1215	90-91	-3.638317531979851E-4
1215	92-93	0.00840261948256682
1215	94-95	0.07400692585502355
1215	96-97	0.03835496437998387
1215	98-99	0.01608771922886376
1215	100	0.10419456028489549
1216	1	-0.07867267500403585
1216	2	0.06888535919857475
1216	3	0.030120272965106665
1216	4	-0.06318600213098335
1216	5	0.07209967618602064
1216	6	0.06283804736305854
1216	7	0.09261641837922241
1216	8	0.00810615607258569
1216	9	0.0056705744091800625
1216	10-11	0.0011203717645429379
1216	12-13	0.03966725781629776
1216	14-15	0.05261249504893328
1216	16-17	0.012820987598239242
1216	18-19	-0.05727785512135597
1216	20-21	-0.015818314095085384
1216	22-23	0.052181072821596786
1216	24-25	-0.003145920025794169
1216	26-27	-0.013684138114101074
1216	28-29	0.061928626531660314
1216	30-31	0.024804554070833262
1216	32-33	-0.019816045246955127
1216	34-35	0.04559663953014592
1216	36-37	0.050642020533764764
1216	38-39	0.03409287092682689
1216	40-41	0.05554453298059059
1216	42-43	0.018614820450743252
1216	44-45	0.027837314578725625
1216	46-47	0.03419524678837149
1216	48-49	0.0019190709414189655
1216	50-51	0.00463716528940239
1216	52-53	-0.0070844568288279675
1216	54-55	-0.014411688491009045
1216	56-57	0.010568322902770433
1216	58-59	-0.0031666552463605058
1216	60-61	-0.01601258625584734
1216	62-63	-0.014836946623262293
1216	64-65	-0.01471459364110217
1216	66-67	0.07866073253109818
1216	68-69	0.03022049742548205
1216	70-71	0.05172899216267979
1216	72-73	0.07866357931993662
1216	74-75	0.029654665795760593
1216	76-77	0.05658489669890088
1216	78-79	-0.00917483131349428
1216	80-81	-0.055782349140876875
1216	82-83	-0.07004380375629893
1216	84-85	0.01776395264266739
1216	86-87	0.03426911473393801
1216	88-89	-0.027721270423874955
1216	90-91	-0.009900801564434403
1216	92-93	-0.005260131369134058
1216	94-95	0.08448741360315637
1216	96-97	0.007307278171303722
1216	98-99	-0.04038281225179219
1216	100	0.0480935340515245
1217	1	0.07260993437853358
1217	2	0.10230228058630786
1217	3	0.06270662216011402
1217	4	0.0376591394702146
1217	5	-3.605586772792435E-4
1217	6	0.02527079487783368
1217	7	-0.010408056765520257
1217	8	0.009584122021898622
1217	9	0.048323986727424995
1217	10-11	0.05043361137556701
1217	12-13	0.01982837501325463
1217	14-15	-0.004224697531384436
1217	16-17	-0.002250511106062447
1217	18-19	0.03284686526417602
1217	20-21	0.022912392084798228
1217	22-23	0.023800217901204235
1217	24-25	-0.023018847671067988
1217	26-27	-0.028039992110990397
1217	28-29	0.010146550008450106
1217	30-31	0.020614322146109032
1217	32-33	-0.049808986819599
1217	34-35	0.04193998762254125
1217	36-37	0.011864862080436467
1217	38-39	-0.0014351179349176846
1217	40-41	0.015726563905730018
1217	42-43	-0.012667475974275533
1217	44-45	-0.012751369148546132
1217	46-47	-0.0064677429379003115
1217	48-49	-0.005822198538361079
1217	50-51	-0.008580914162202191
1217	52-53	-0.039765814592868765
1217	54-55	0.00359131529668133
