##FastQC	0.11.4
>>Basic Statistics	pass
#Measure	Value
Filename	R14_REEVESBYISLAND_R2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	43222270
Sequences flagged as poor quality	0
Sequence length	100
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	48-49	-0.02379650579752024
1105	50-51	0.03169269244961015
1105	52-53	0.0185219900188045
1105	54-55	0.036785990332390384
1105	56-57	0.07796952597004037
1105	58-59	0.033654913668236475
1105	60-61	0.07386037932214862
1105	62-63	0.04536835200465816
1105	64-65	0.07266936539781454
1105	66-67	-0.016280453105594006
1105	68-69	0.020550337497233784
1105	70-71	0.03273560078523019
1105	72-73	0.1234895394853126
1105	74-75	0.036651555250429624
1105	76-77	0.050067102091411186
1105	78-79	0.06601967851798207
1105	80-81	0.08908864988387677
1105	82-83	0.06810421152538737
1105	84-85	0.05880046179599674
1105	86-87	-0.006557544256104109
1105	88-89	0.035015161410633766
1105	90-91	0.016724963126712566
1105	92-93	0.048484420183484644
1105	94-95	0.04974645750497331
1105	96-97	0.06851429983340296
1105	98-99	0.031867121837365175
1105	100	0.1136027856719437
1106	1	-0.043187642603093934
1106	2	0.0845792050935188
1106	3	0.019130396073222755
1106	4	-0.03239460384618553
1106	5	-2.4745894673827706E-4
1106	6	0.027826661711827683
1106	7	0.025452396711934
1106	8	0.02033136189638185
1106	9	0.09734886655336794
1106	10-11	0.057671663696538644
1106	12-13	0.07884148917305822
1106	14-15	0.050633907877767115
1106	16-17	0.029172303025085
1106	18-19	0.050132197827409186
1106	20-21	0.0233501248471768
1106	22-23	0.02755453112474271
1106	24-25	0.04737063123971552
1106	26-27	0.0461192287217429
1106	28-29	0.0666728172480262
1106	30-31	0.04915770396551267
1106	32-33	0.06097931626881348
1106	34-35	0.0163452003691944
1106	36-37	0.01643071975664867
1106	38-39	0.03365757605837416
1106	40-41	0.010576566048968061
1106	42-43	0.0923402047215518
1106	44-45	0.059783059775902814
1106	46-47	0.03519099332694964
1106	48-49	0.02490552604065499
1106	50-51	0.06608551686986175
1106	52-53	0.03734167545609779
1106	54-55	0.03132477941250755
1106	56-57	0.021492552430338208
1106	58-59	0.02839363017130836
1106	60-61	-0.008744376327364023
1106	62-63	0.07856474126600688
1106	64-65	0.03297825717800151
1106	66-67	0.0532204582186111
1106	68-69	0.04657021739780731
1106	70-71	0.04008678777702812
1106	72-73	0.06104683473005679
1106	74-75	0.06640845037647836
1106	76-77	0.08777803449657995
1106	78-79	0.03087167669385593
1106	80-81	0.08190784529726614
1106	82-83	0.12897503236268193
1106	84-85	0.053602180058142324
1106	86-87	0.015922271864049264
1106	88-89	0.01853049880307367
1106	90-91	0.050585409643666424
1106	92-93	0.06263321625621643
1106	94-95	0.07415779066698036
1106	96-97	0.0823090158956532
1106	98-99	0.10521298127646617
1106	100	0.1404489289641191
1107	1	0.13188455613774863
1107	2	-0.05838423525400316
1107	3	0.015742275744585754
1107	4	-0.016562714425781166
1107	5	0.07405903580207251
1107	6	-0.060408115435407694
1107	7	-0.03589202423875548
1107	8	0.029390816945202403
1107	9	0.005359699180523592
1107	10-11	0.04934637307579948
1107	12-13	0.044877708054656296
1107	14-15	0.05044529559135924
1107	16-17	0.0567695452689847
1107	18-19	0.06580225821551977
1107	20-21	0.0528357334976306
1107	22-23	0.06100398402224272
1107	24-25	0.06166083570472125
1107	26-27	0.05313628657555114
1107	28-29	0.09044016246092923
1107	30-31	0.038159843778863944
1107	32-33	0.05770374440378134
1107	34-35	0.051490662991966474
1107	36-37	-0.020371111518564078
1107	38-39	0.02898105897192238
1107	40-41	-0.00799143934097657
1107	42-43	0.06798700096779697
1107	44-45	0.02697199525619709
1107	46-47	-0.00225013921571815
1107	48-49	0.016165241971677347
1107	50-51	0.0803069451565861
1107	52-53	0.06663834689331338
1107	54-55	0.02153762752673316
1107	56-57	0.06539632482461144
1107	58-59	0.055813493313365825
1107	60-61	0.054599721677000446
1107	62-63	0.07535365963967422
1107	64-65	0.025304321062705526
1107	66-67	0.11786333516653258
1107	68-69	0.016881668735159394
1107	70-71	0.06169117246959388
1107	72-73	0.05185474764520137
1107	74-75	0.060724830327714585
1107	76-77	-0.014128874400874736
1107	78-79	0.062274260784306534
1107	80-81	0.07081606578505983
1107	82-83	0.06822697592023275
1107	84-85	0.07051442023117716
1107	86-87	-0.01657828639118719
1107	88-89	0.006720692895171965
1107	90-91	-0.004111178637039359
1107	92-93	0.027777340799374883
1107	94-95	0.06921125938773542
1107	96-97	0.11849356356409402
1107	98-99	0.09445626321318912
1107	100	0.03271705684838366
1108	1	-0.17887830047189368
1108	2	-0.22320387485653725
1108	3	-0.2449696133328203
1108	4	-0.3197331388488962
1108	5	-0.2758932867234236
1108	6	-0.2897251391584277
1108	7	-0.27795223569870586
1108	8	-0.3466775300333609
1108	9	-0.2638945411649942
1108	10-11	-0.31326007872741
1108	12-13	-0.30740216013882105
1108	14-15	-0.3294843312083202
1108	16-17	-0.34282952148912216
1108	18-19	-0.32483412403700385
1108	20-21	-0.3464024479626673
1108	22-23	-0.31895956440713036
1108	24-25	-0.31378047165077305
1108	26-27	-0.3791883037129864
1108	28-29	-0.33698371666461213
1108	30-31	-0.3795806012978815
1108	32-33	-0.4139978450911741
1108	34-35	-0.36167161002951076
1108	36-37	-0.407733205628972
1108	38-39	-0.5037795774159974
1108	40-41	-0.4879835205123726
1108	42-43	-0.4153149917294101
1108	44-45	-0.46302322281506747
1108	46-47	-0.45212911614390805
1108	48-49	-0.5021553310429283
1108	50-51	-0.470454277769214
1108	52-53	-0.4896697999136066
1108	54-55	-0.4615924880166915
1108	56-57	-0.45959206070435954
1108	58-59	-0.5011829562605499
1108	60-61	-0.4640048173547058
1108	62-63	-0.5565435634948699
1108	64-65	-0.5272692698707999
1108	66-67	-0.5120564498225235
1108	68-69	-0.5306107116613177
1108	70-71	-0.4846229134587645
1108	72-73	-0.5227955844520906
1108	74-75	-0.49120039233261537
1108	76-77	-0.4856681165644332
1108	78-79	-0.539368045273882
1108	80-81	-0.5524420330040272
1108	82-83	-0.5123226565859937
1108	84-85	-0.4996706228260308
1108	86-87	-0.6387655281145612
1108	88-89	-0.6381226805031162
1108	90-91	-0.5708421148796887
1108	92-93	-0.6040025747595905
1108	94-95	-0.5651084672878852
1108	96-97	-0.6081126227654892
1108	98-99	-0.5382874123598924
1108	100	-0.43367131631450206
1109	1	-0.7863957388551057
1109	2	-0.6385097706133749
1109	3	-0.780526683598957
1109	4	-0.7991281601673137
1109	5	-0.7635925657640428
1109	6	-0.7785689793744766
1109	7	-0.7102029301495278
1109	8	-0.7569308440068525
1109	9	-0.6625314497257406
1109	10-11	-0.7634216121440289
1109	12-13	-0.8140906663697649
1109	14-15	-0.7365985527824321
1109	16-17	-0.7457528904724526
1109	18-19	-0.7658348803714148
1109	20-21	-0.7623538379362387
1109	22-23	-0.7319197768013694
1109	24-25	-0.8272054125529991
1109	26-27	-0.7559440972201301
1109	28-29	-0.8042715717270781
1109	30-31	-0.7517036555238548
1109	32-33	-0.8832916001207423
1109	34-35	-0.9198470674304247
1109	36-37	-0.7906216855617103
1109	38-39	-0.9985295840376693
1109	40-41	-0.9503320369738475
1109	42-43	-0.8581949562110012
1109	44-45	-0.8965047772312147
1109	46-47	-0.8848573112697693
1109	48-49	-0.9567709549471388
1109	50-51	-0.8864854306832868
1109	52-53	-0.9620879130744626
1109	54-55	-0.9930548520078375
1109	56-57	-1.018529748919228
1109	58-59	-0.920337787469883
1109	60-61	-0.9912157358444844
1109	62-63	-0.9643356556354092
1109	64-65	-1.0290690751886515
1109	66-67	-1.1037031967885937
1109	68-69	-0.9761621827036535
1109	70-71	-1.0370020417252164
1109	72-73	-1.1109873777743928
1109	74-75	-1.1498511257966015
1109	76-77	-1.063177101085607
1109	78-79	-1.1674511429110908
1109	80-81	-0.9855122058476269
1109	82-83	-1.1304015294797765
1109	84-85	-1.18610561550787
1109	86-87	-1.3228517546129765
1109	88-89	-1.0905277132148399
1109	90-91	-1.1676299300102002
1109	92-93	-1.2061336655225148
1109	94-95	-1.1961276286684068
1109	96-97	-1.2420504481255037
1109	98-99	-1.1614521251542413
1109	100	-1.1635236939585738
1110	1	-0.2765867068882528
1110	2	-0.19624475940471342
1110	3	-0.10083442876111093
1110	4	-0.18116442678959999
1110	5	-0.09913988250163897
1110	6	-0.10009394899105217
1110	7	-0.14249191470118205
1110	8	-0.08598189011007662
1110	9	-0.016289962849789674
1110	10-11	-0.08314221106309105
1110	12-13	-0.07858431955753531
1110	14-15	-0.06280571036397475
1110	16-17	-0.036591425283667434
1110	18-19	-0.10847298217324663
1110	20-21	-0.066116502156369
1110	22-23	-0.08499312574631546
1110	24-25	-0.08443858782656122
1110	26-27	-0.0798284795349602
1110	28-29	-0.04513137989696503
1110	30-31	-0.16516535801526544
1110	32-33	-0.15673580380013163
1110	34-35	-0.12180477921714328
1110	36-37	-0.120546879308705
1110	38-39	-0.1567894080709138
1110	40-41	-0.12047364461156462
1110	42-43	-0.09041950210983174
1110	44-45	-0.10816738043644136
1110	46-47	-0.13105814259631643
1110	48-49	-0.11759428343484757
1110	50-51	-0.0658267387852689
1110	52-53	-0.16251492967227676
1110	54-55	-0.15916015289823804
1110	56-57	-0.11572761275417776
1110	58-59	-0.15194060576904178
1110	60-61	-0.15691529525008008
1110	62-63	-0.14683480718869646
1110	64-65	-0.1406210720862049
1110	66-67	-0.06196986411301708
1110	68-69	-0.15165342375057378
1110	70-71	-0.13097451337947064
1110	72-73	-0.12186440736162041
1110	74-75	-0.1834283388608
1110	76-77	-0.15734192451848372
1110	78-79	-0.15724151666419317
1110	80-81	-0.12536324679452804
1110	82-83	-0.16782212209236747
1110	84-85	-0.13493096198053678
1110	86-87	-0.2323207665140785
1110	88-89	-0.2328125925636897
1110	90-91	-0.21930300277725934
1110	92-93	-0.18888711214800935
1110	94-95	-0.16385359522030996
1110	96-97	-0.14430968225470764
1110	98-99	-0.162763318550617
1110	100	-0.1628269371656259
1111	1	-0.038234100824752204
1111	2	-0.09883043499537081
1111	3	-0.03188518026887266
1111	4	-0.10313546912869498
1111	5	-0.020331862040507076
1111	6	-0.0984621455102328
1111	7	-0.05973426767001655
1111	8	-0.052648864774127446
1111	9	-0.04838350475588271
1111	10-11	-0.07527433455740606
1111	12-13	-0.07922195463626736
1111	14-15	0.005921268281127823
1111	16-17	-0.052447556014975305
1111	18-19	-0.05126146984287061
1111	20-21	-0.04154714272608118
1111	22-23	-0.026249850628154547
1111	24-25	-0.05367310495099531
1111	26-27	-0.09115428884297927
1111	28-29	-0.03955135279621658
1111	30-31	-0.08065401183730359
1111	32-33	-0.0014040416597680405
1111	34-35	-0.12612546309414796
1111	36-37	-0.08715276814467643
1111	38-39	-0.13525592344934267
1111	40-41	-0.11414031379472789
1111	42-43	-0.10301337708146008
1111	44-45	-0.11878582114513137
1111	46-47	-0.08861907115311851
1111	48-49	-0.11431987835713642
1111	50-51	-0.12363750630897385
1111	52-53	-0.05520452287061772
1111	54-55	-0.10091819670554969
1111	56-57	-0.11465234923543477
1111	58-59	-0.04407569443293369
1111	60-61	-0.07981341162682298
1111	62-63	-0.07250610171440286
1111	64-65	-0.07454176505248711
1111	66-67	-0.10655516462151127
1111	68-69	-0.12853991255723685
1111	70-71	-0.093416831502239
1111	72-73	-0.09327547509824541
1111	74-75	-0.025640925281734894
1111	76-77	-0.05274856636147973
1111	78-79	-0.02769463223605584
1111	80-81	-0.03485980866689431
1111	82-83	-0.08846681309022841
1111	84-85	-0.08419738782544783
1111	86-87	-0.16943388972270412
1111	88-89	-0.12812942259997584
1111	90-91	-0.1503753160183905
1111	92-93	-0.07721470918821893
1111	94-95	-0.15847034912296465
1111	96-97	-0.10199885712666656
1111	98-99	-0.08869430834278802
1111	100	-0.07195347669423313
1112	1	0.05686380917748579
1112	2	-0.012447796563478164
1112	3	-0.05866060871719725
1112	4	-0.09510526829363641
1112	5	-0.03109849198941106
1112	6	4.557119665591358E-4
1112	7	-0.010745558796330101
